character_name,species,num_episodes,nn_avg_rating,total_votes,series,popularity_score
Makbar,Cardassian,1,7.03,23,DS9,0.15
Mala,Brunali,1,7.15,21,VOY,0.15
Manuele Atoa,Human,1,6.83,23,DS9,0.15
Maques,Cairn,1,6.22,32,TNG,0.15
Marat Kobar,Unknown,1,6.79,22,DS9,0.15
Mademoiselle de Neuf,Human,1,7.01,21,VOY,0.15
Magh,Klingon,1,7.21,18,ENT,0.15
Ethan Novakovich,Human,1,6.62,23,ENT,0.15
Madeline Reed,Human,1,6.97,21,ENT,0.15
Charlie Whatley,Human,1,6.7,22,DS9,0.15
Chester,Unknown,1,6.8,22,DS9,0.15
Rifkin,Human,1,6.7,22,DS9,0.15
Rex,Human,1,6.07,37,TNG,0.15
Riaan,Akaali,1,6.81,22,ENT,0.15
Regent of Palamar,Palamarian,1,6.77,21,DS9,0.15
Kovat,Cardassian,1,7.03,23,DS9,0.15
Ulis,Ferengi,1,6.96,22,ENT,0.15
Vadosia,Bolian,1,6.51,25,DS9,0.15
Ishan Chaye,Bajoran,1,6.79,22,DS9,0.15
Zar,Dala's species,1,6.68,19,VOY,0.14
Ishan,Sakari,1,6.69,21,VOY,0.14
Unferth,Human,1,6.36,22,VOY,0.14
Kovin,Entharan,1,6.33,21,VOY,0.14
Rib,Akritirian,1,6.37,21,VOY,0.14
Renth,Takret,1,6.9,19,ENT,0.14
Korenna Mirell,Enaran,1,6.52,21,VOY,0.14
Gralik Durr,Xindi-Arboreal,1,7.04,18,ENT,0.14
Gosis,Gosis' species,1,6.55,19,ENT,0.14
Rellus Tagrim,Takret,1,6.9,19,ENT,0.14
Renhol,Trill,1,6.42,23,DS9,0.14
Yediq,Nygean,1,6.77,19,VOY,0.14
Yeggie,Ferengi,1,6.91,19,VOY,0.14
Kira Pohl,Bajoran,1,6.45,21,DS9,0.14
Kira Reon,Bajoran,1,6.45,21,DS9,0.14
Rozahn,Bajoran,1,6.18,24,DS9,0.14
Caylem,Augris' species,1,6.62,22,VOY,0.14
Ch'Targh,Klingon,1,6.63,22,DS9,0.14
Chardis,Mislenite,1,6.74,21,VOY,0.14
Irene Hansen,Human,1,6.72,19,VOY,0.14
Irina,Unknown,1,6.73,19,VOY,0.14
Irina Galliulin,Human,1,5.48,38,TOS,0.14
Neeka,Unknown,1,6.44,24,VOY,0.14
Nguyen,Human,1,7.01,17,LD,0.14
Libby,Human,1,6.44,23,VOY,0.14
Henard,Human,1,6.45,24,VOY,0.14
Susan Khouri,Human,1,7.11,17,ENT,0.14
Suspiria,Nacene,1,6.7,21,VOY,0.14
Nunk,Ferengi,1,6.91,19,VOY,0.14
Nocona,Nocona's species,1,6.88,19,VOY,0.14
Nicky Giorgo,Human,1,6.81,19,ENT,0.14
Denning,Human,1,6.57,23,DS9,0.14
Lenaris Holem,Bajoran,1,6.54,22,DS9,0.14
Leosa,Human,1,6.91,19,VOY,0.14
T'Pera,Vulcan,1,6.69,21,VOY,0.14
Joleg,Benkaran,1,6.77,19,VOY,0.14
Jor Brel,Enaran,1,6.52,21,VOY,0.14
Jossen,Vulcan,1,6.52,19,ENT,0.14
Sorm,Finnean,1,6.36,21,DS9,0.14
Benyan,Bajoran,1,6.39,21,DS9,0.14
Orek,Telsian,1,6.68,19,VOY,0.14
O'Connor,Human,1,6.83,17,LD,0.14
O'Zaal,Antarian,1,6.73,19,VOY,0.14
Bennet,Human,1,6.45,22,VOY,0.14
Yolad Belar,Trill,1,6.42,23,DS9,0.14
Yost,Unknown,1,6.67,21,VOY,0.14
Gantt,Bajoran,1,6.69,21,DS9,0.14
Garland,Human,1,6.57,23,DS9,0.14
Noss,Unknown,1,6.67,21,VOY,0.14
Nadet,Unknown,1,6.29,22,ENT,0.14
Li-Paz,Bajoran,1,6.46,21,VOY,0.14
Jim Shimoda,Human,1,5.07,51,TNG,0.14
Barbara Brinson,Human,1,7.01,17,LD,0.14
Ned Quint,Human,1,5.48,36,TNG,0.14
N'Garen,Klingon,1,6.63,22,DS9,0.14
Okalar,Zolan's species,1,6.55,23,DS9,0.14
Hazar,Bajoran,1,6.18,24,DS9,0.14
Yerid,Unknown,1,6.72,19,VOY,0.14
Lasaran,Cardassian,1,6.74,21,DS9,0.14
Lasca,Human,1,6.44,23,VOY,0.14
Latha Mabrin,Bajoran,1,6.52,22,DS9,0.14
Baird,Human,1,6.58,19,ENT,0.14
Talmadge,Unknown,1,5.63,32,TNG,0.14
John Kim,Human,1,6.72,19,VOY,0.14
Fredik,Enaran,1,6.52,21,VOY,0.14
Freya,Human,1,6.36,22,VOY,0.14
Namon,Vori,1,6.44,22,VOY,0.14
Narsu,Human,1,5.82,34,TNG,0.14
Demalos,Enaran,1,6.52,21,VOY,0.14
Sorad,Bajoran,1,6.18,24,DS9,0.14
Drew Prachett,Rigelian,1,6.91,16,LD,0.14
Mobara,Bajoran,1,6.52,22,DS9,0.14
Joe Prazki,Human,1,6.85,19,ENT,0.14
Altovar,Lethean,1,6.25,23,DS9,0.14
Amanda Cole,Human,1,6.89,19,ENT,0.14
Ambassador,Unknown,1,6.44,22,VOY,0.14
Ottessa Warren,Trill,1,6.91,16,LD,0.14
Oxilon,Talaxian,1,6.88,19,VOY,0.14
Weld Ram,Bajoran,1,6.44,23,DS9,0.14
Laneth,Klingon,1,7.23,17,ENT,0.14
Solin,Vulcan,1,6.96,19,ENT,0.14
Tebok,Romulan,1,8.67,9,TNG,0.14
Augris,Augris' species,1,6.62,22,VOY,0.14
Motura,Vidiian,1,6.27,24,VOY,0.14
"Doran, daughter of W'mar",Klingon,1,6.63,22,DS9,0.14
Dorian Collins,Human,1,6.55,23,DS9,0.14
Silva La Forge,Human,1,6.12,29,TNG,0.14
Pell,Gosis' species,1,6.55,19,ENT,0.14
Penk,Penk's species,1,6.74,21,VOY,0.14
Parton,Human,1,6.55,23,DS9,0.14
Patri Doxica,Akaali,1,6.04,28,DIS,0.14
Simons,Human,1,5.63,32,TNG,0.14
Karden,Kazon,1,6.29,22,VOY,0.14
Karen Farris,Human,1,6.55,23,DS9,0.14
Gegis,Ferengi,1,6.91,19,VOY,0.14
Kymble,Trill,1,6.72,19,VOY,0.14
Darod,Augris' species,1,6.62,22,VOY,0.14
Dathan Alaris,Enaran,1,6.52,21,VOY,0.14
Telek R'Mor,Romulan,1,6.41,24,VOY,0.14
Temec,Gosis' species,1,6.55,19,ENT,0.14
Tauvid Rem,Idanian,1,6.36,21,DS9,0.14
Tavek,Vulcan,1,6.52,19,ENT,0.14
Vayna,Skrreea,1,6.18,24,DS9,0.14
Vel,Akritirian,1,6.37,21,VOY,0.14
Jenny Delaney,Human,1,6.75,21,VOY,0.14
Jessen,Enaran,1,6.52,21,VOY,0.14
Mobar,Dala's species,1,6.68,19,VOY,0.14
Durg,Markalian,1,6.22,26,DS9,0.14
Durga,Vulcan,1,6.91,16,LD,0.14
Lidell Ren,Banea,1,6.44,24,VOY,0.14
Liria,Akritirian,1,6.37,21,VOY,0.14
Jhet'leya,Kobali,1,6.59,21,VOY,0.14
Jean,Unknown,1,6.95,19,ENT,0.14
Vera Fuller,Human,1,6.29,22,ENT,0.14
Ves Alkar,Lumerian,1,5.63,32,TNG,0.14
Paltani,Takret,1,6.9,19,ENT,0.14
Karya,Vori,1,6.44,22,VOY,0.14
Silaran Prin,Cardassian,1,6.52,22,DS9,0.14
Arjin,Trill,1,6.24,23,DS9,0.14
Ashrock,Yridian,1,6.25,25,DS9,0.14
Assan,Imhotep,1,6.73,19,VOY,0.14
Liva,Lumerian,1,5.63,32,TNG,0.14
Eblan,Bajoran,1,6.6,22,DS9,0.14
Mika,Bajoran,1,6.39,21,DS9,0.14
Scharn,Entharan,1,6.33,21,VOY,0.14
Haron,Kazon,1,6.69,21,VOY,0.14
Katanay,Bajoran,1,6.72,19,VOY,0.14
L.Q. Clemonds,Human,1,8.67,9,TNG,0.14
Kubus Oak,Bajoran,1,6.6,22,DS9,0.14
Sev Maylor,Lumerian,1,5.63,32,TNG,0.14
Athan,Unknown,1,6.29,22,ENT,0.14
Varani,Bajoran,1,6.18,24,DS9,0.14
Varis Sul,Bajoran,1,6.09,26,DS9,0.14
Varn,Varn's species,1,6.68,19,VOY,0.14
Brilgar,Bajoran,1,6.52,22,DS9,0.14
Piersall,Human,1,6.11,24,DS9,0.14
Penno,Vori,1,6.44,22,VOY,0.14
Dala,Dala's species,1,6.68,19,VOY,0.14
Peshar,Enaran,1,6.52,21,VOY,0.14
Phibeas,Khwopian,1,6.91,16,LD,0.14
Gernba,Gelrakian,1,6.81,18,LD,0.14
Ghrath,Na'kuhl,1,6.85,19,ENT,0.14
Brone,Vori,1,6.44,22,VOY,0.14
Sanric,Enaran,1,6.52,21,VOY,0.14
Edward M. La Forge,Human,1,6.12,29,TNG,0.14
Egrid,Benkaran,1,6.77,19,VOY,0.14
Hortak,Bajoran,1,6.55,23,DS9,0.14
Jareth,Enaran,1,6.52,21,VOY,0.14
Hrothgar,Human,1,6.36,22,VOY,0.14
Hubert Hawkins,Unknown,1,6.95,19,ENT,0.14
Thomas Raymond,Human,1,8.67,9,TNG,0.14
Buck Bokai,Human,1,6.29,26,DS9,0.14
Katogh,Klingon,1,6.63,22,DS9,0.14
Haneek,Skrreea,1,6.18,24,DS9,0.14
Kraul,Na'kuhl,1,6.81,19,ENT,0.14
Kray,Banea,1,6.44,24,VOY,0.14
Gideon Seyetik,Human,1,6.11,24,DS9,0.14
Alsia,Unknown,1,6.24,23,DS9,0.14
Cowl,Skrreea,1,6.18,24,DS9,0.14
Tersa,Kazon,1,6.69,21,VOY,0.14
Arissa,Unknown,1,6.36,21,DS9,0.14
Jeff,Human,1,6.57,23,DS9,0.14
Minnis,Kazon,1,6.69,21,VOY,0.14
Meyer,Human,1,6.46,21,VOY,0.14
Sevrin,Tiburonian,1,5.48,38,TOS,0.14
Sato,Human,1,6.58,19,ENT,0.14
Halb Daier,Bajoran,1,6.45,21,DS9,0.14
Wainwright,Human,1,6.57,23,DS9,0.14
Alison,Human,1,6.58,19,ENT,0.14
Alixia,Unknown,1,6.52,21,VOY,0.14
Cos,Unknown,1,6.24,23,DS9,0.14
Cosimo,Unknown,1,6.44,23,VOY,0.14
Piri,Unknown,1,6.37,21,VOY,0.14
Ellis,Human,1,6.91,16,LD,0.14
Mercer,Human,1,7.11,17,ENT,0.14
Jamin,Unknown,1,6.29,22,ENT,0.14
Tim Watters,Human,1,6.55,23,DS9,0.14
Timor,Trill,1,6.42,23,DS9,0.14
The Dog,Unknown,1,6.91,16,LD,0.14
Elani,Drayan,1,6.45,22,VOY,0.14
Alcia,Drayan,1,6.45,22,VOY,0.14
Thei,Romulan,1,8.67,9,TNG,0.14
Megan Delaney,Human,1,6.75,21,VOY,0.14
Ferin,Vulcan,1,5.48,34,DIS,0.14
Akary,Unknown,1,6.29,22,ENT,0.14
Ardon Broht,Bolian,1,6.72,19,VOY,0.14
Pit,Akritirian,1,6.37,21,VOY,0.14
Haliz,Kazon,1,6.29,22,VOY,0.14
Sanderson,Human,1,6.91,16,LD,0.14
Sahreen,Human,1,6.46,21,VOY,0.14
Sal,Human,1,6.85,19,ENT,0.14
Q'ret,Kobali,1,6.59,21,VOY,0.14
Three of Eight,Human,1,6.72,19,VOY,0.14
Jarth,Lumerian,1,5.63,32,TNG,0.14
Woban,Bajoran,1,6.09,26,DS9,0.14
Menos,Vulcan,1,6.52,19,ENT,0.14
Burkus,Monean,1,6.75,21,VOY,0.14
Callum,Human,1,5.48,34,DIS,0.14
Luda,Unknown,1,6.04,28,DIS,0.14
Tongo Rad,Catullan,1,5.48,38,TOS,0.14
Khata'n Zshaar,Arkonian,1,6.86,19,ENT,0.14
Ravoc,Unknown,1,6.72,19,VOY,0.14
Rafin,Vori,1,6.44,22,VOY,0.14
Kosst Amojan,Unknown,1,6.65,21,DS9,0.14
Corin,Drayan,1,6.45,22,VOY,0.14
Girani,Bajoran,1,6.55,22,DS9,0.14
Giuseppina Pentangeli,Human,1,6.74,21,VOY,0.14
Griselda,Unknown,1,6.95,19,ENT,0.14
Guri,Takret,1,6.9,19,ENT,0.14
Rumpelstiltskin,Unknown,1,6.29,26,DS9,0.14
Vindor,Gelrakian,1,6.81,18,LD,0.14
Melora Pazlar,Elaysian,1,6.25,25,DS9,0.14
Maturin,Unknown,1,5.48,36,TNG,0.14
Emi,Emi's species,1,6.49,22,DS9,0.14
Marseilles,Human,1,6.72,19,VOY,0.14
Farran,Enaran,1,6.52,21,VOY,0.14
Felisa Howard,Human,1,5.48,36,TNG,0.14
Felix,Human,1,6.04,28,DIS,0.14
Angie,Human,1,7.01,17,LD,0.14
Traidy,Finnean,1,6.36,21,DS9,0.14
Trajok,Unknown,1,6.24,23,DS9,0.14
Treen,Kradin,1,6.44,22,VOY,0.14
Torrey,Human,1,6.72,19,VOY,0.14
Anthony,Unknown,1,6.91,16,LD,0.14
Tolen Ren,Banea,1,6.44,24,VOY,0.14
Mavig,Human,1,5.48,38,TOS,0.14
Martus Mazur,El-Aurian,1,6.24,23,DS9,0.14
Ma'Bor Jetrel,Haakonian,1,6.65,22,VOY,0.14
Mabus,Trabe,1,6.69,21,VOY,0.14
MacDougal,Human,1,5.07,51,TNG,0.14
Irina Karlovassi,Human,1,7.05,18,ENT,0.14
Udar,Human,1,7.05,18,ENT,0.14
Trentin Fala,Bajoran,1,6.52,22,DS9,0.14
Tressa,Drayan,1,6.45,22,VOY,0.14
Luma Rahl,Unknown,1,6.45,21,DS9,0.14
Fenna,Halanan,1,6.11,24,DS9,0.14
Koth,Klingon,1,6.63,22,DS9,0.14
Ralph Offenhouse,Human,1,8.67,9,TNG,0.14
Rao Vantika,Kobliad,1,6.22,26,DS9,0.14
Vrelk,Malon,1,6.46,21,VOY,0.14
Ron Docent,Human,1,7.01,17,LD,0.14
Ronin,Unknown,1,5.48,36,TNG,0.14
Kira Meru,Bajoran,1,6.45,21,DS9,0.14
Razik,Kazon,1,6.29,22,VOY,0.14
Clar,Prime,1,7.07,16,LD,0.14
Clare Raymond,Human,1,8.67,9,TNG,0.14
Riga,Monean,1,6.75,21,VOY,0.14
Zio,Akritirian,1,6.37,21,VOY,0.14
Zho'Kaan,Arkonian,1,6.86,19,ENT,0.14
Faren Kag,Bajoran,1,6.09,26,DS9,0.14
Adam,Human,1,5.48,38,TOS,0.14
Adhar,Unknown,1,6.04,28,DIS,0.14
Val Sasha,Human,1,5.48,34,DIS,0.14
Marna,Vori,1,6.44,22,VOY,0.14
Tulak,Human,1,6.72,19,VOY,0.14
Tumak,Skrreea,1,6.18,24,DS9,0.14
Turrel,Cardassian,1,6.37,23,DS9,0.14
Two of Three,Human,1,6.72,19,VOY,0.14
Ty Kajada,Kobliad,1,6.22,26,DS9,0.14
Iko,Nygean,1,6.77,19,VOY,0.14
Riska,Riska's species,1,6.37,23,DS9,0.14
Roana,Bajoran,1,6.24,23,DS9,0.14
Dereth,Vidiian,1,6.27,24,VOY,0.14
Dexa,Talaxian,1,6.88,19,VOY,0.14
Nidell,Halanan,1,6.11,24,DS9,0.14
Niko,Unknown,1,7.01,17,LD,0.14
Leanne,Human,1,6.37,23,DS9,0.14
Gai,Skrreea,1,6.18,24,DS9,0.14
Joxom,Unknown,1,6.73,19,VOY,0.14
Basso,Bajoran,1,6.45,21,DS9,0.14
Bek,Bajoran,1,6.6,22,DS9,0.14
Syvar,Vulcan,1,6.54,22,DS9,0.14
Kafar,Takarian,1,6.33,22,VOY,0.14
Fallit Kot,Unknown,1,6.25,25,DS9,0.14
Fala,Bajoran,1,6.39,21,DS9,0.14
Lyndsay Ballard,Human,1,6.59,21,VOY,0.14
Marcus Holt,Human,1,6.12,29,TNG,0.14
Mardah,Bajoran,1,6.55,23,DS9,0.14
Zepht,Denobulan,1,6.64,17,ENT,0.13
Zjod,Unknown,1,6.54,18,ENT,0.13
J'Vini,Romulan,1,5.51,32,DIS,0.13
Zahir,Mikhal Traveler,1,6.11,19,VOY,0.13
Zakari,Human,1,5.67,24,DIS,0.13
Zobral,Zobral's species,1,6.49,19,ENT,0.13
Zoumas,Unknown,1,6.54,18,ENT,0.13
Uri'lash,Hupyrian,1,5.76,23,DS9,0.13
Ameron,Ilari,1,6.26,21,VOY,0.13
Ann Smithee,Human,1,6.37,19,VOY,0.13
Trevis,Unknown,1,6.13,21,VOY,0.13
Trevix,Denobulan,1,6.64,17,ENT,0.13
Tria,Unknown,1,6.24,21,VOY,0.13
Andy Simonson,Human,1,5.48,29,ENT,0.13
Trellit,Zobral's species,1,6.49,19,ENT,0.13
Tosin,Unknown,1,6.43,19,VOY,0.13
Antonio,Human,1,6.08,22,VOY,0.13
Tomin,Kadi,1,6.24,21,VOY,0.13
Ato Kurr,Human,1,5.67,24,DIS,0.13
Tieran,Ilari,1,6.26,21,VOY,0.13
Terek,Kraylor,1,6.28,18,VOY,0.13
Thelin,Andorian,1,7.29,13,TAS,0.13
Teero Anaydis,Bajoran,1,6.37,19,VOY,0.13
Tal,Trill symbiont,1,5.18,38,TOS,0.13
Avik,Benthan,1,6.32,19,VOY,0.13
Tarquin,Unknown,1,6.52,18,ENT,0.13
Sutok,Unknown,1,6.43,19,VOY,0.13
Sylvia Ront,Human,1,7.12,12,LD,0.13
Stark,Vulcan,1,7.29,13,TAS,0.13
Talla,Andorian,1,5.48,29,ENT,0.13
B'Rat Ud,V'radian,1,6.54,18,ENT,0.13
Bahrat,Unknown,1,6.43,19,VOY,0.13
T. Virts,Human,1,5.48,29,ENT,0.13
Bates,Human,1,7.29,13,TAS,0.13
Steven Price,Human,1,6.24,21,VOY,0.13
Aluura,Human,1,5.76,23,DS9,0.13
Socrates,Human,1,6.11,19,VOY,0.13
Steth,Benthan,1,6.32,19,VOY,0.13
Brell,Kraylor,1,6.28,18,VOY,0.13
Brad Yacobian,Human,1,5.48,29,ENT,0.13
Siggi,Unknown,1,7.06,13,LD,0.13
Skalaar,Tellarite,1,6.52,18,ENT,0.13
Adin,Ilari,1,6.26,21,VOY,0.13
Addix,Addix's species,1,7.05,13,LD,0.13
Illustor,Unknown,1,7.28,11,LD,0.13
Indava,Triannon,1,6.37,19,ENT,0.13
Sek,Vulcan,1,6.37,19,VOY,0.13
Shaw,Human,1,6.29,21,ENT,0.13
Brok'tan,Klingon,1,6.14,21,VOY,0.13
Sepek,Vulcan,1,7.29,13,TAS,0.13
Ronald Moore,Human,1,5.48,29,ENT,0.13
Carlton Dennis,Human,1,7.12,12,LD,0.13
Saowin,Unknown,1,6.43,19,VOY,0.13
Rianna Mayweather,Human,1,6.27,18,ENT,0.13
Resh,Ilari,1,6.26,21,VOY,0.13
Charlie Nichols,Human,1,6.27,18,ENT,0.13
Chandra,Wadi,1,5.71,29,DS9,0.13
Ceris,Triannon,1,6.37,19,ENT,0.13
D'Jamat,Triannon,1,6.37,19,ENT,0.13
R. Wilcox,Human,1,5.48,29,ENT,0.13
Curneth,Ramuran,1,6.13,21,VOY,0.13
Cook,Human,1,6.58,18,ENT,0.13
Rajiin,Oran'taku,1,6.54,18,ENT,0.13
Reskat,Ramuran,1,6.13,21,VOY,0.13
Cody,Human,1,7.05,13,LD,0.13
Dayla,Kraylor,1,6.28,18,VOY,0.13
Oros,Unknown,1,5.88,23,DIS,0.13
Paul Mayweather,Human,1,6.27,18,ENT,0.13
Patrick Fickett,Human,1,5.51,32,DIS,0.13
Phil Wallace,Human,1,5.48,29,ENT,0.13
Daelen,Daelen's species,1,6.32,19,VOY,0.13
D'Onni,Orion,1,7.05,13,LD,0.13
D'Nesh,Orion,1,6.48,18,ENT,0.13
Pinar,Bajoran,1,6.06,23,DS9,0.13
Wixiban,Talaxian,1,6.43,19,VOY,0.13
Doyle,Human,1,6.37,19,VOY,0.13
Molmol,Molmol's species,1,7.12,12,LD,0.13
Miral,Klingon,1,6.14,21,VOY,0.13
Nalbis,Triannon,1,6.37,19,ENT,0.13
Navaar,Orion,1,6.48,18,ENT,0.13
Nadine,Human,1,6.29,21,ENT,0.13
Nakahn,Mikhal Traveler,1,6.11,19,VOY,0.13
Melponar triplets,Romulan,1,7.28,11,LD,0.13
Paolana,Human,1,7.12,12,LD,0.13
Dawn Velazquez,Human,1,5.48,29,ENT,0.13
William Chapman,Human,1,6.24,21,VOY,0.13
Nora,Human,1,6.27,18,ENT,0.13
Nilva,Ferengi,1,5.76,23,DS9,0.13
Demmas,Ilari,1,6.26,21,VOY,0.13
Ogre of Fire,Unknown,1,6.13,21,VOY,0.13
Aleek-Om,Aurelian,1,7.29,13,TAS,0.13
Lord Byron,Human,1,6.11,19,VOY,0.13
Alandra,Bolian,1,6.24,21,VOY,0.13
Francis Sullivan,Human,1,6.11,23,VOY,0.13
M. Fincke,Human,1,5.48,29,ENT,0.13
Lyaal,Triannon,1,6.37,19,ENT,0.13
Falow,Wadi,1,5.71,29,DS9,0.13
Fennim,Unknown,1,6.43,19,VOY,0.13
Mahatma Gandhi,Human,1,6.11,19,VOY,0.13
Madrat,Markalian,1,6.06,23,DS9,0.13
Malvus,Mizarian,1,7.05,12,LD,0.13
Maras,Orion,1,6.48,18,ENT,0.13
Erickson,Human,1,7.29,13,TAS,0.13
Eric Motz,Human,1,5.48,29,ENT,0.13
Matthew Ryan,Human,1,6.29,21,ENT,0.13
Mat'trub,Human,1,5.67,24,DIS,0.13
10111,Unknown,1,7.12,12,LD,0.13
Hudak,Antaran,1,6.64,17,ENT,0.13
Jareb,Triannon,1,6.37,19,ENT,0.13
Juan,Human,1,6.27,18,ENT,0.13
Yolen,Denobulan,1,6.64,17,ENT,0.13
Haz Mazaro,Unknown,1,5.67,24,DIS,0.13
Harrad-Sar,Orion,1,6.48,18,ENT,0.13
Keene,Human,1,6.29,21,ENT,0.13
Kago,Kago's species,1,6.52,18,ENT,0.13
Yosa,Human,1,6.37,19,VOY,0.13
Hij'qa,Klingon,1,6.14,21,VOY,0.13
John Anderson,Human,1,7.05,12,LD,0.13
Henry Frankenstein,Unknown,1,6.27,18,ENT,0.13
Jor,Human,1,6.37,19,VOY,0.13
Helena Gibson,Human,1,7.28,11,LD,0.13
Loken,Kraylor,1,6.28,18,VOY,0.13
Kurros,Unknown,1,6.43,19,VOY,0.13
Fritz,Unknown,1,6.27,18,ENT,0.13
G. Austin,Human,1,6.54,18,ENT,0.13
Gaavrin,Tellarite,1,6.52,18,ENT,0.13
Gavin,Human,1,7.12,12,LD,0.13
L. Playa,Human,1,7.12,12,LD,0.13
Gettor,Bajoran,1,5.77,23,DS9,0.13
Geral,Annari,1,6.28,18,VOY,0.13
Kortar,Klingon,1,6.14,21,VOY,0.13
Y'Sek,Hazari,1,6.43,19,VOY,0.13
Yarrick,Triannon,1,6.37,19,ENT,0.13
Kuroda Lor-ehn,Enolian,1,6.54,18,ENT,0.13
Grey,Human,1,7.29,13,TAS,0.13
Kerner Hauze,Zibalian,1,7.06,13,LD,0.13
Knicknac,Unknown,1,7.28,11,LD,0.13
Goroth,Klingon,1,6.52,18,ENT,0.13
Hyde,Unknown,1,6.83,12,LD,0.12
Tret,Tret's species,1,5.96,19,ENT,0.12
Tiron,Unknown,1,5.48,24,DS9,0.12
Arandis,Risian,1,5.48,24,DS9,0.12
Pascal Fullerton,Human,1,5.48,24,DS9,0.12
Patingi,Tellarite,1,6.83,12,LD,0.12
Danica Erickson,Human,1,6.12,18,ENT,0.12
Deral,Seltin Rakal's species,1,5.48,24,DS9,0.12
Quinn Erickson,Human,1,6.12,18,ENT,0.12
Rumdar,Pakled,1,6.9,12,LD,0.12
Burrows,Human,1,6.12,18,ENT,0.12
Seltin Rakal,Seltin Rakal's species,1,5.48,24,DS9,0.12
Cor'Dee,Zaldan,1,6.94,11,LD,0.12
Rawda,Areore,1,6.57,13,LD,0.12
Sherwyns,Human,1,7.21,11,LD,0.12
Ossan,Bajoran,1,5.59,21,DS9,0.12
K'ranch,Kromsapiod,1,7.21,11,LD,0.12
Honus,Human,1,6.83,12,LD,0.12
Morgo,Sentient volcano,1,7.21,11,LD,0.12
Emory Erickson,Human,1,6.12,18,ENT,0.12
Grubdin,Pakled,1,6.9,12,LD,0.12
Kynk,Ferengi,1,6.83,12,LD,0.12
Lito,Seltin Rakal's species,1,5.48,24,DS9,0.12
Kearns,Human,1,6.94,11,LD,0.12
Kaltorus,Areore,1,6.57,13,LD,0.12
Amat'igan,Jem'Hadar,1,7.79,2,DS9,0.06
Sabrina,Human,1,6.55,3,VOY,0.06
Chalan Aroya,Bajoran,1,7.79,2,DS9,0.06
Lana,Human,1,6.55,3,VOY,0.06
Korath,Klingon,1,6.55,3,VOY,0.06
Kenneth Dalby,Human,1,8.13,2,VOY,0.06
Henley,Human,1,8.13,2,VOY,0.06
